Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung;Kategorie I;Kategorie II
22.10.2014;212005;;PV-Verkehrsweg/Schw/5.0/R;Text;4 / 2;4100;Stift 2;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;210200;;PV-Achse-Linienbestimmung;Linie;8;928;Stift 8;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211000;;PV-Fahrbahn;Flaeche;15;3400;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211100;;PV-Gehweg;Flaeche;84;3460;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211150;;PV-gem. Geh- und Radweg;Flaeche;127;3500;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211200;;PV-Radweg;Flaeche;82;3480;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211300;;PV-Wirtschaftsweg-bit.;Flaeche;14;3680;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211500;;PV-Zufahrt;Flaeche;40;3520;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;211600;;PV-Fahrbahnteiler;Flaeche;19;3540;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212000;;PV-Bankett;Flaeche;88;3560;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212010;;PV-Mittelstreifen;Flaeche;88;3440;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212020;;PV-Straßennebenflächen;Flaeche;103;3420;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212110;;PV-Mulde;Flaeche;94;3640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212120;;PV-Grabensohle;Flaeche;94;3660;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212200;;PV-Einschnittböschung;Flaeche;114;3600;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;212250;;PV-Dammböschung;Flaeche;119;3580;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213020;;PV-Blendschutz;Linie;74;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213060;;PV-Stützwand;Linie;4;3740;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213140;;PV-Verkehrszeichenbrücke;Punkt;w48;4550;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213200;;PV-Wildschutzzaun;Linie;e01;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213205;;PV-Amphipienschutzzaun;Linie;e84;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213210;;PV-Leiteinrichtung Amphi;Linie;e85;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213220;;PV-Kleintierdurchlass;Linie;8 / 9;4640;gestrichelt;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213230;;PV-Überflughilfe Flederm;Linie;120;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213240;;PV-Wildkatzenschutzzaun;Linie;23;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213250;;PV-Irritationsschutzwand;Linie;P71;4640;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213390;;PV-Hochpunkt;Punkt;w17;3850;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213395;;PV-Tiefpunkt;Punkt;w18;3850;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213410;;PV-Fahrbahn-Pfeil;Punkt;O91;4100;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;213500;;PV-Baufeldgrenze;Linie;4 / 3;4700;gestrichelt;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;214000;;PV-Rückbaumarkierung;Linie;0;3760;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;214000;;PV-Rückbaufläche;Flaeche;10;3760;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;214100;;PV-Rückbaustrecke;Linie;_18;3760;Liniensignatur;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;214300;;PV-Baumfällung;Punkt;w56 / 10;4700;;Lageplan Planung;Planung Verkehrsweg RE 2012
22.10.2014;221500;;PG-Gebäude Abbruch;Linie;10;3720;;Lageplan Planung;Gebäude RE 2012
22.10.2014;221500;;PG-Gebäude Abbruch;Flaeche;10;3720;;Lageplan Planung;Gebäude RE 2012
22.10.2014;221510;;PG-Geb.-bereits abgebrochen;Linie;10;3720;;Lageplan Planung;Gebäude RE 2012
22.10.2014;221600;;PG-Geb.-Abbruchmarkierung;Linie;0;3720;;Lageplan Planung;Gebäude RE 2012
22.10.2014;222400;;PB-Mauer,Stützwand;Flaeche;4;4420;;Lageplan Planung;Bauwerke RE 2012
22.10.2014;222500;;PB-BW-Beschreibung 1;Punkt;w87;4400;;Lageplan Planung;Bauwerke RE 2012
22.10.2014;222510;;PB-BW-Beschreibung 2;Punkt;w87;4400;;Lageplan Planung;Bauwerke RE 2012
22.10.2014;222520;;PB-BW-Beschreibung 3;Punkt;w87;4400;;Lageplan Planung;Bauwerke RE 2012
22.10.2014;235200;;PI-Objekt-Nr.;Punkt;w36;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235210;;PI-Objekt-Nr. Überschrei;Punkt;w37;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235300;;PI-Außenwohnbereich;Punkt;01;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235310;;PI-Außenwohnbereich Über;Punkt;01 / 8;4330;Stift 8;Lageplan Planung;Immissionen RE 2012
22.10.2014;235800;;PI-LA-Beschreibung;Punkt;w85;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235000;;PI-LS-Wall;Linie;0;4310;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235000;;PI-LS-Wall;Flaeche;119;4310;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235100;;PI-LS Wand;Linie;e94 / 8;4310;Stift 8;Lageplan Planung;Immissionen RE 2012
22.10.2014;235100;;PI-LS Wand;Flaeche;8;4310;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235200;;PI-LS-Hausseite;Linie;8;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235200;;PI-LS-Hausseite;Flaeche;8;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235500;;Pl-lsophone allgemein Tag;Linie;11;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235569;;Pl-lsophone59dB Tag;Linie;11;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235600;;Pl-lsophone allgemein Nacht;Linie;12;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;235649;;Pl-lsophone 49dB Nacht;Linie;12;4330;;Lageplan Planung;Immissionen RE 2012
22.10.2014;240002 ;;PL-Leitungen/2,0;Text;1;4760;;Lageplan Planung;Leitungen RE 2012
22.10.2014;240003 ;;PL-Leitungen/2,5;Text;2;4760;;Lageplan Planung;Leitungen RE 2012
22.10.2014;240000 ;;PL-Trinkwasserleitung;Linie;e21 / 13;4761;Stift 13;Lageplan Planung;Leitungen RE 2012
22.10.2014;240010 ;;PL-Gasleitung;Linie;I06 / 9;4762;Stift 9;Lageplan Planung;Leitungen RE 2012
22.10.2014;240020 ;;PL-E-Freileitung;Linie;e26 / 8;4764;Stift 8;Lageplan Planung;Leitungen RE 2012
22.10.2014;240030 ;;PL-E-Leitung;Linie;I04 / 8;4763;Stift 8 ;Lageplan Planung;Leitungen RE 2012
22.10.2014;240040 ;;PL-Fernmeldeleitung;Linie;I11 / 12;4765;Stift 12;Lageplan Planung;Leitungen RE 2012
22.10.2014;240050 ;;PL-Schmutzwasserleitung;Linie;e19 / 67;4766;Stift 67;Lageplan Planung;Leitungen RE 2012
22.10.2014;240060 ;;PL-Leitung Straßenbeleuchtung;Linie;e13 / 38;4767;Stift 38;Lageplan Planung;Leitungen RE 2012
22.10.2014;240070 ;;PL-Fernheizleitung;Linie;I10 / 37;4768;Stift 37;Lageplan Planung;Leitungen RE 2012
22.10.2014;241001;;PE-Entwässerung/1.5;Text;1 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241003;;PE-Entwässerung/2.5;Text;2 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241004;;PE-Entwässerung/3.5;Text;3 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241005;;PE-Entwässerung/5.0;Text;4 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241101;;PE-Entwässerung/1.5/f;Text;1 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241103;;PE-Entwässerung/2.5/f;Text;2 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241104;;PE-Entwässerung/3.5/f;Text;3 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241105;;PE-Entwässerung/5.0/f;Text;4 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241201;;PE-Entwässerung/1.5/R;Text;1 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241203;;PE-Entwässerung/2.5/R;Text;2 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241204;;PE-Entwässerung/3.5/R;Text;3 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241205;;PE-Entwässerung/5.0/R;Text;4 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241000;;PE-Regenwasserleitung;Linie;e05 / 11;4210;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241010;;PE-Straßeneinlauf;Punkt;w89 / 11;4230;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241010;;PE-Anschlussleitung;Linie;11 / 9;4230;gestrichelt;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241020;;PE-Prüfschacht;Punkt;w84 / 11;4210;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241020;;PE-Rohrdurchlass;Linie;11 / 9;4210;gestrichelt;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241030;;PE-Ablaufschacht;Punkt;w88 / 11;4210;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241030;;PE-Rechteckdrchlass;Linie;11 / 9;4210;gestrichelt;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241040;;PE-RohrDurchlaß;Punkt;w98 / 11;4260;gestrichelt;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241050;;PE-RechteckDurchlaß;Punkt;w98 / 11;4260;gestrichelt;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241060;;PE-Fließrichtung;Punkt;F02 / 11;4200;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241100;;PE-Kontrollschacht;Punkt;w41 / 11;4210;Stift 11;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241100;;PE-Drainageleitung;Linie;11 / 7;4210;Stich - 2 Punkt;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241300;;PE-Regenrückhaltebecken;Punkt;C23;4250;;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241310;;PE-RRB-Standort;Punkt;C23;4250;;Lageplan Planung;Entwässerung RE 2012
22.10.2014;241500;;PE-RRB-Beschreibung;Punkt;w85;4250;;Lageplan Planung;Entwässerung RE 2012
22.10.2014;250000;;PR-BWV-Nr.;Punkt;w60 / 11;4400;Stift 11;Lageplan Planung;Recht RE 2012
22.10.2014;280100;;VS-Sichtfläche;Flaeche;_56 / 38;3140;Schraffur;Lageplan Planung;Sichtweiten RE2012
22.10.2014;290000;;PK-Bundesrepuplik;Flaeche;66;4900;;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;290100;;PK-Land;Flaeche;9;4900;;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;290200;;PK-Landkreis;Flaeche;70;4900;;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;290300;;PK-Stadt/Gemeinde;Flaeche;25;4900;;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;290400;;PK-Privat;Flaeche;23;4900;;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;291000;;PK-Bund-Land;Flaeche;66;4900;Stift 9, Schraffur 50 g, Abst. 0,5 mm;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;291010;;PK-Bund-Landkreis;Flaeche;66;4900;Stift 70, Schraffur 50 g, Abst. 0,5 mm;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;291020;;PK-Bund-Stadt/Gem.;Flaeche;66;4900;Stift 25, Schraffur 50 g, Abst. 0,5 mm;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;291100;;PK-Land-Landkreis;Flaeche;9;4900;Stift 70, Schraffur 50 g, Abst. 0,5 mm;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;291110;;PK-Land-Stadt/Gem.;Flaeche;9;4900;Stift 25, Schraffur 50 g, Abst. 0,5 mm;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;291200;;PK-Landkreis-Stadt/Gem.;Flaeche;70;4900;Stift 25, Schraffur 50 g, Abst. 0,5 mm;Lageplan Planung;Kostenteilung RE 2012
22.10.2014;262100;;PH-Grundwasser;Linie;13 / 9;;gestrichelt;Höhenplan ;RE 2012
22.10.2014;262210;;PH-Graben/Mulde links;Linie;1 / 3;;gestrichelt;Höhenplan ;RE 2012
22.10.2014;262220;;PH-Graben/Mulde rechts;Linie;1 / 4;;Strichpunkt;Höhenplan ;RE 2012
22.10.2014;262310;;PH-Rohrleitung links;Linie;11 / 3;;gestrichelt;Höhenplan ;RE 2012
22.10.2014;262320;;PH-Rohrleitung rechts;Linie;11 / 4;;Strichpunkt;Höhenplan ;RE 2012
22.10.2014;262350;;PH-Rohrleitung mitte;Linie;11 / 1;;Stift 11;Höhenplan ;RE 2012
22.10.2014;262410;;PH-Schacht links;Linie;11 / 3;;gestrichelt;Höhenplan ;RE 2012
22.10.2014;262420;;PH-Schacht rechts;Linie;11 / 4;;Strichpunkt;Höhenplan ;RE 2012
22.10.2014;262450;;PH-Schacht mitte;Linie;11 / 1;;Stift 11;Höhenplan ;RE 2012
22.10.2014;262510;;PH-Lärmschutzwall links;Linie;2 / 3;;gestrichelt;Höhenplan ;RE 2012
22.10.2014;262520;;PH-Lärmschutzwall rechts;Linie;2 / 4;;Strichpunkt;Höhenplan ;RE 2012
22.10.2014;262550;;PH-Lärmschutzwall mitte;Linie;2 / 1;;durchgezogen;Höhenplan ;RE 2012
22.10.2014;262610;;PH-Lärmschutzwand links;Linie;8 / 3;;gestrichelt;Höhenplan ;RE 2012
22.10.2014;262620;;PH-Lärmschutzwand rechts;Linie;8 / 4 ;;Strichpunkt;Höhenplan ;RE 2012
22.10.2014;262650;;PH-Lärmschutzwand mitte;Linie;8 / 1 ;;durchgezogen;Höhenplan ;RE 2012
22.10.2014;500000;;KL-Staats-/Landesgrenze;Linie;p01;930;;Lageplan Bestand;Kataster RE 2012
22.10.2014;500010;;KL-Reg.-Bez. Grenze;Linie;p03;930;;Lageplan Bestand;Kataster RE 2012
22.10.2014;500020;;KL-Kreisgrenze;Linie;p04;930;;Lageplan Bestand;Kataster RE 2012
22.10.2014;500040;;KL Gemarkungsgrenze;Linie;p06;1010;;Lageplan Bestand;Kataster RE 2012
22.10.2014;500050;;KL-Gemeindegrenze;Linie;p05;930;;Lageplan Bestand;Kataster RE 2012
22.10.2014;500050;;KL-Flst.-Nr. (normal);Text;2;1015;kursiv;Lageplan Bestand;Kataster RE 2012
22.10.2014;500060;;KL-Flurstücksgrenze;Linie;p08;1010;;Lageplan Bestand;Kataster RE 2012
22.10.2014;500650;;KL-Zugehörig.-Haken normal;Punkt;w20;1010;;Lageplan Bestand;Kataster RE 2012
22.10.2014;600000;;WN_zu wid. BAB;Linie;O01;3780;;Lageplan Planung;Widmung RE 2012
